Country Name,Country Code,Time,Time Code,Gross value added at basic prices (GVA) (current LCU) [NY.GDP.FCST.CN],"Official exchange rate (LCU per US$, period average) [PA.NUS.FCRF]","Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Foreign direct investment, net outflows (% of GDP) [BM.KLT.DINV.WD.GD.ZS]",Imports of goods and services (constant LCU) [NE.IMP.GNFS.KN],Exports of goods and services (constant LCU) [NE.EXP.GNFS.KN],"Inflation, consumer prices (annual %) [FP.CPI.TOTL.ZG]"
India,IND,2007,YR2007,4.49E+13,41.34853333,2.073394047,1.399326213,1.62E+13,1.42E+13,6.372881356
India,IND,2008,YR2008,5.17E+13,43.50518333,3.620523235,1.606189451,1.99E+13,1.63E+13,8.349267049
India,IND,2009,YR2009,5.97E+13,48.40526667,2.651590332,1.199472947,1.95E+13,1.55E+13,10.88235294
India,IND,2010,YR2010,7.08E+13,45.72581212,1.635034094,0.952969169,2.26E+13,1.86E+13,11.98938992
India,IND,2011,YR2011,8.11E+13,46.67046667,2.002063463,0.691587283,2.72E+13,2.14E+13,8.911793365
India,IND,2012,YR2012,9.20E+13,53.43723333,1.31293453,0.467994186,2.88E+13,2.29E+13,9.478996914
India,IND,2013,YR2013,1.04E+14,58.59784542,1.516276467,0.095057271,2.64E+13,2.47E+13,10.01787847
India,IND,2014,YR2014,1.15E+14,61.02951446,1.69565959,0.573112117,2.67E+13,2.51E+13,6.665656719
India,IND,2015,YR2015,1.26E+14,64.15194446,2.092115214,0.357212266,2.51E+13,2.37E+13,4.906973441
India,IND,2016,YR2016,1.40E+14,67.19531281,1.937364122,0.21994507,2.62E+13,2.49E+13,4.948216341
India,IND,2017,YR2017,1.55E+14,65.12156865,1.507315833,0.418263547,3.08E+13,2.60E+13,3.328173375
India,IND,2018,YR2018,1.72E+14,68.38946709,1.558214838,0.422422743,3.35E+13,2.91E+13,3.938826467
India,IND,2019,YR2019,1.84E+14,70.42034054,1.78482634,0.463417726,3.32E+13,2.81E+13,3.729505735
India,IND,2020,YR2020,1.82E+14,74.09956688,2.406203227,0.41582373,2.90E+13,2.62E+13,6.623436776
India,IND,2021,YR2021,2.16E+14,73.91801282,1.41217101,0.544277281,3.54E+13,3.39E+13,5.131407472
India,IND,2022,YR2022,2.47E+14,78.60449058,1.489211205,0.433349562,3.92E+13,3.85E+13,6.699034141
India,IND,2023,YR2023,2.68E+14,82.59927645,0.787065923,0.389022165,4.35E+13,3.95E+13,5.649143189
Pakistan,PAK,1974,YR1974,81690000000,9.9,0.044947901,,1.41E+12,2.53E+11,26.66303485
Pakistan,PAK,1975,YR1975,1.04E+11,9.9,0.222605974,,1.32E+12,2.83E+11,20.90450946
Pakistan,PAK,1976,YR1976,1.20E+11,9.9,0.062427701,0,1.41E+12,3.23E+11,7.158323731
Pakistan,PAK,1977,YR1977,1.36E+11,9.9,0.100642225,0,1.56E+12,2.66E+11,10.13296769
Pakistan,PAK,1978,YR1978,1.60E+11,9.9,0.181192853,0,1.67E+12,3.00E+11,6.138692667
Pakistan,PAK,1979,YR1979,1.78E+11,9.9,0.295880697,0,2.18E+12,3.40E+11,8.267046976
Pakistan,PAK,1980,YR1980,2.10E+11,9.9,0.269010726,0,2.26E+12,4.06E+11,11.93823091
Pakistan,PAK,1981,YR1981,2.48E+11,9.9,0.384634937,0,1.79E+12,4.80E+11,11.87991359
Pakistan,PAK,1982,YR1982,2.92E+11,11.84746667,0.207749628,0,1.78E+12,4.52E+11,5.903528784
Pakistan,PAK,1983,YR1983,3.28E+11,13.116975,0.102666736,0,1.98E+12,5.62E+11,6.3620335
Pakistan,PAK,1984,YR1984,3.74E+11,14.04633333,0.178192349,-0.015037355,2.12E+12,5.42E+11,6.087166736
Pakistan,PAK,1985,YR1985,4.25E+11,15.92839167,0.421864139,-0.025256205,2.31E+12,5.40E+11,5.614839218
Pakistan,PAK,1986,YR1986,4.66E+11,16.64750833,0.331452709,-0.002036591,2.25E+12,7.17E+11,3.506414248
Pakistan,PAK,1987,YR1987,5.15E+11,17.3988,0.387921173,0.057649399,2.30E+12,8.03E+11,4.681218546
Pakistan,PAK,1988,YR1988,6.01E+11,18.00329167,0.484736839,0.03311824,2.22E+12,7.68E+11,8.837937018
Pakistan,PAK,1989,YR1989,6.83E+11,20.54149167,0.5242572,0.107248749,2.41E+12,8.74E+11,7.844264737
Pakistan,PAK,1990,YR1990,7.60E+11,21.707375,0.612997662,0.004869438,2.32E+12,8.84E+11,9.052131553
Pakistan,PAK,1991,YR1991,9.08E+11,23.80076667,0.566383737,-0.008191183,2.15E+12,1.18E+12,11.79127034
Pakistan,PAK,1992,YR1992,1.08E+12,25.08279167,0.688313624,-0.023688197,2.81E+12,1.34E+12,9.509041462
Pakistan,PAK,1993,YR1993,1.20E+12,28.10718333,0.672760012,-0.004156459,3.23E+12,1.36E+12,9.97366476
Pakistan,PAK,1994,YR1994,1.41E+12,30.56659167,0.805118941,0.001848479,2.88E+12,1.40E+12,12.36819439
Pakistan,PAK,1995,YR1995,1.67E+12,31.64268333,1.19175194,0.000676913,3.00E+12,1.36E+12,12.34357852
Pakistan,PAK,1996,YR1996,1.93E+12,36.07868333,1.456054495,0.010716051,3.40E+12,1.39E+12,10.37380859
Pakistan,PAK,1997,YR1997,2.23E+12,41.111525,1.14722858,-0.03894469,3.27E+12,1.30E+12,11.37549289
Pakistan,PAK,1998,YR1998,2.48E+12,45.04666667,0.813610046,0.08039625,3.09E+12,1.22E+12,6.228004154
Pakistan,PAK,1999,YR1999,2.74E+12,49.50069158,0.844795007,0.033347171,2.92E+12,1.19E+12,4.142637181
Pakistan,PAK,2000,YR2000,4.87E+12,53.6481865,0.309595026,0.011056965,2.86E+12,1.38E+12,4.366664513
Pakistan,PAK,2001,YR2001,5.36E+12,61.92716167,0.389106586,0.026763945,2.98E+12,1.56E+12,3.148261446
Pakistan,PAK,2002,YR2002,5.71E+12,59.72378167,0.8435173,0.031657429,2.91E+12,1.77E+12,3.290344726
Pakistan,PAK,2003,YR2003,6.22E+12,57.75199667,0.475207712,0.01690814,3.23E+12,2.22E+12,2.914134701
Pakistan,PAK,2004,YR2004,7.20E+12,58.25786333,0.845585702,0.042354919,3.49E+12,2.19E+12,7.444624693
Pakistan,PAK,2005,YR2005,8.21E+12,59.514475,1.515750831,0.030989908,4.71E+12,2.58E+12,9.06332737
Pakistan,PAK,2006,YR2006,9.19E+12,60.271335,2.639750062,0.067337411,5.25E+12,2.86E+12,7.921084401
Pakistan,PAK,2007,YR2007,1.07E+13,60.73851583,3.035719338,0.053220124,5.25E+12,2.95E+12,7.598684411
Pakistan,PAK,2008,YR2008,1.24E+13,70.40803333,2.689366561,0.024232983,5.47E+12,3.02E+12,20.28612109
Pakistan,PAK,2009,YR2009,1.40E+13,81.71289167,1.248013055,0.037899455,4.73E+12,2.85E+12,13.64776506
Pakistan,PAK,2010,YR2010,1.59E+13,85.19381633,1.027911081,0.023893086,4.63E+12,3.08E+12,12.93887056
Pakistan,PAK,2011,YR2011,1.91E+13,86.34338333,0.575055146,0.026887948,4.47E+12,3.16E+12,11.91609271
Pakistan,PAK,2012,YR2012,2.17E+13,93.39519722,0.343453049,0.030786827,4.28E+12,2.75E+12,9.682351861
Pakistan,PAK,2013,YR2013,2.42E+13,101.6288992,0.515353849,0.081961752,4.29E+12,3.01E+12,7.692156119
Pakistan,PAK,2014,YR2014,2.68E+13,101.1000884,0.695308117,0.044953678,4.48E+12,2.93E+12,7.189384028
Pakistan,PAK,2015,YR2015,2.91E+13,102.7692716,0.557734356,0.008334345,4.43E+12,2.82E+12,2.529328173
Pakistan,PAK,2016,YR2016,3.05E+13,104.769117,0.821349998,0.016580047,5.22E+12,2.86E+12,3.765119164
Pakistan,PAK,2017,YR2017,3.32E+13,105.4551621,0.73583705,0.015329939,6.22E+12,2.93E+12,4.08537368
Pakistan,PAK,2018,YR2018,3.65E+13,121.8240689,0.487745751,-0.005896753,7.19E+12,3.22E+12,5.078057259
Pakistan,PAK,2019,YR2019,4.11E+13,150.0362538,0.69614648,-0.026487221,7.74E+12,3.65E+12,10.5783618
Pakistan,PAK,2020,YR2020,4.47E+13,161.8384797,0.68469529,-0.01497875,7.35E+12,3.70E+12,9.739993139
Pakistan,PAK,2021,YR2021,5.23E+13,162.9062537,0.616039439,0.069437142,8.41E+12,3.95E+12,9.496210561
Pakistan,PAK,2022,YR2022,6.33E+13,204.8671875,0.389980754,0.30862362,9.34E+12,4.18E+12,19.87385996
Pakistan,PAK,2023,YR2023,7.96E+13,280.3561117,0.606074414,0.009469913,9.51E+12,4.31E+12,30.76812807
Viet Nam,VNM,1974,YR1974,,,,,,,
Viet Nam,VNM,1975,YR1975,,,,,,,
Viet Nam,VNM,1976,YR1976,,,,,,,
Viet Nam,VNM,1977,YR1977,,,,,,,
Viet Nam,VNM,1978,YR1978,,,,,,,
Viet Nam,VNM,1979,YR1979,,,,,,,
Viet Nam,VNM,1980,YR1980,,,,,,,
Viet Nam,VNM,1981,YR1981,,,,,,,
Viet Nam,VNM,1982,YR1982,,,,,,,
Viet Nam,VNM,1983,YR1983,,1.001770923,,,,,
Viet Nam,VNM,1984,YR1984,,,,,,,
Viet Nam,VNM,1985,YR1985,,,-0.00056759,,,,
Viet Nam,VNM,1986,YR1986,,22.93672826,0.00015188,,,,
Viet Nam,VNM,1987,YR1987,,78.95331572,0.028271245,,,,
Viet Nam,VNM,1988,YR1988,,611.646087,0.0302079,,,,
Viet Nam,VNM,1989,YR1989,,4501.686529,0.064671902,,9.06E+13,6.24E+13,
Viet Nam,VNM,1990,YR1990,,6537.604686,,,8.66E+13,7.04E+13,
Viet Nam,VNM,1991,YR1991,,10121.89323,,,8.11E+13,9.15E+13,
Viet Nam,VNM,1992,YR1992,,11202.19167,,,9.63E+13,1.14E+14,
Viet Nam,VNM,1993,YR1993,,10640.95833,,,1.37E+14,1.24E+14,
Viet Nam,VNM,1994,YR1994,,10965.66667,,,1.80E+14,1.44E+14,
Viet Nam,VNM,1995,YR1995,,11038.25,,,2.09E+14,1.73E+14,
Viet Nam,VNM,1996,YR1996,,11032.58333,9.713080637,,2.53E+14,2.15E+14,5.675
Viet Nam,VNM,1997,YR1997,,11683.33333,8.270096758,,2.78E+14,2.49E+14,3.209526063
Viet Nam,VNM,1998,YR1998,,13268,6.141214403,,3.29E+14,2.97E+14,7.266198044
Viet Nam,VNM,1999,YR1999,,13943.16667,4.922663457,,3.70E+14,3.65E+14,4.117102358
Viet Nam,VNM,2000,YR2000,,14167.75,4.16392408,,4.31E+14,4.42E+14,-1.710337279
Viet Nam,VNM,2001,YR2001,,14725.16667,3.977335453,,5.02E+14,5.18E+14,-0.431544512
Viet Nam,VNM,2002,YR2002,,15279.5,3.992687051,,5.82E+14,5.71E+14,3.830828382
Viet Nam,VNM,2003,YR2003,,15509.58333,3.6660123,,7.14E+14,6.85E+14,3.234648173
Viet Nam,VNM,2004,YR2004,,15746,3.544081073,,8.70E+14,8.61E+14,7.754947487
Viet Nam,VNM,2005,YR2005,,15858.91667,3.390403639,0.112782107,9.94E+14,1.01E+15,8.284572431
Viet Nam,VNM,2006,YR2006,,15994.25,3.616000904,0.128066699,1.11E+15,1.13E+15,7.418017151
Viet Nam,VNM,2007,YR2007,,16105.125,8.654717714,0.2376818,1.41E+15,1.27E+15,8.344448898
Viet Nam,VNM,2008,YR2008,,16302.25,9.663039055,0.302631978,1.62E+15,1.44E+15,23.11544835
Viet Nam,VNM,2009,YR2009,,17065.08333,7.168819889,0.660286042,1.51E+15,1.37E+15,6.7169827
Viet Nam,VNM,2010,YR2010,2.44E+15,18612.91667,5.434739293,0.611408171,1.64E+15,1.48E+15,9.207466488
Viet Nam,VNM,2011,YR2011,3.18E+15,20509.75,4.304874349,0.55042135,1.72E+15,1.64E+15,18.67773228
Viet Nam,VNM,2012,YR2012,3.71E+15,20828,4.278322877,0.613526225,1.91E+15,1.89E+15,9.094703396
Viet Nam,VNM,2013,YR2013,4.09E+15,20933.41667,4.164545173,0.915264085,2.29E+15,2.23E+15,6.592674759
Viet Nam,VNM,2014,YR2014,4.50E+15,21148,3.940861891,0.492607736,2.60E+15,2.50E+15,4.084554466
Viet Nam,VNM,2015,YR2015,4.72E+15,21697.5675,4.931907733,0.459754111,3.00E+15,2.85E+15,0.631200905
Viet Nam,VNM,2016,YR2016,5.12E+15,21935.00083,4.900893029,0.388959764,3.34E+15,3.17E+15,2.66824817
Viet Nam,VNM,2017,YR2017,5.72E+15,22370.08667,5.011487217,0.17060382,3.95E+15,3.71E+15,3.520256888
Viet Nam,VNM,2018,YR2018,6.38E+15,22602.05,4.998283196,0.19283699,4.33E+15,4.17E+15,3.539628059
Viet Nam,VNM,2019,YR2019,7.02E+15,23050.24167,4.821074861,0.14505095,4.54E+15,4.43E+15,2.795823675
Viet Nam,VNM,2020,YR2020,7.34E+15,23208.36833,4.558361968,0.10963149,4.69E+15,4.61E+15,3.220934367
Viet Nam,VNM,2021,YR2021,7.74E+15,23159.78259,4.273145662,0.08704556,5.47E+15,5.29E+15,1.834715548
Viet Nam,VNM,2022,YR2022,8.73E+15,23271.2125,4.362405986,0.65168009,5.54E+15,5.50E+15,3.1565075
Viet Nam,VNM,2023,YR2023,9.36E+15,23787.31917,4.305159287,-0.360702535,5.36E+15,5.43E+15,3.252892827
Philippines,PHL,1974,YR1974,,6.787874999,0.837653663,,3.87E+11,2.81E+11,34.16359164
Philippines,PHL,1975,YR1975,,7.247899999,0.67554592,,4.11E+11,2.91E+11,6.761402705
Philippines,PHL,1976,YR1976,,7.440258332,0.79201054,,4.18E+11,3.28E+11,9.199227136
Philippines,PHL,1977,YR1977,,7.402824999,0.942417831,0.004487704,4.45E+11,3.82E+11,9.898751597
Philippines,PHL,1978,YR1978,,7.365758333,0.392046889,0,5.01E+11,4.05E+11,7.334525939
Philippines,PHL,1979,YR1979,,7.377549999,0.022422748,0,5.82E+11,4.22E+11,17.53333333
Philippines,PHL,1980,YR1980,,7.511433332,-0.287667627,0.233390716,6.96E+11,5.90E+11,18.20051049
Philippines,PHL,1981,YR1981,,7.899649999,0.424697767,0.116051134,6.91E+11,6.46E+11,13.08259852
Philippines,PHL,1982,YR1982,,8.539999999,0.037909292,0.144529175,7.08E+11,5.78E+11,10.22172714
Philippines,PHL,1983,YR1983,,11.11271667,0.278078073,0.07150579,6.88E+11,6.08E+11,10.02935656
Philippines,PHL,1984,YR1984,,16.69870833,0.025188786,0.04198131,5.74E+11,6.42E+11,50.33897564
Philippines,PHL,1985,YR1985,,18.60734167,0.034323484,0.165896837,4.95E+11,5.35E+11,23.10310718
Philippines,PHL,1986,YR1986,,20.38568333,0.373670007,0.032365119,5.45E+11,6.24E+11,1.148137777
Philippines,PHL,1987,YR1987,,20.567675,0.812352228,0.140243218,6.97E+11,6.63E+11,4.069767442
Philippines,PHL,1988,YR1988,,21.094675,2.16907027,0.037078124,8.28E+11,7.61E+11,13.86006917
Philippines,PHL,1989,YR1989,,21.73668333,1.160495168,0.018551433,9.50E+11,8.25E+11,12.24299065
Philippines,PHL,1990,YR1990,,24.3105,1.049332763,0.043557209,1.04E+12,8.44E+11,12.17735221
Philippines,PHL,1991,YR1991,,27.47863333,1.050514594,0.052139511,1.03E+12,8.98E+11,19.26145853
Philippines,PHL,1992,YR1992,,25.51249167,0.37734395,0.16715675,1.12E+12,9.44E+11,8.651003579
Philippines,PHL,1993,YR1993,,27.11984167,1.995598427,0.602870607,1.25E+12,1.00E+12,6.716311041
Philippines,PHL,1994,YR1994,,26.41716667,2.174705331,0.412797618,1.42E+12,1.19E+12,10.38647343
Philippines,PHL,1995,YR1995,,25.71446667,1.74612998,0.47138421,1.63E+12,1.32E+12,6.83199611
Philippines,PHL,1996,YR1996,,26.2161,1.6027794,0.192291266,1.89E+12,1.51E+12,7.476103778
Philippines,PHL,1997,YR1997,,29.47065833,1.298531312,0.144517396,2.13E+12,1.76E+12,5.590259397
Philippines,PHL,1998,YR1998,,40.89305,3.070111177,0.214786965,1.85E+12,1.41E+12,9.234934323
Philippines,PHL,1999,YR1999,,39.08898333,2.135679994,0.834888571,1.88E+12,1.56E+12,5.939049018
Philippines,PHL,2000,YR2000,,44.19225,1.777224529,-0.750569606,2.10E+12,1.77E+12,3.977125032
Philippines,PHL,2001,YR2001,,50.99265,0.962985444,0.538511597,2.28E+12,1.73E+12,5.345501956
Philippines,PHL,2002,YR2002,,51.60356667,2.098275045,0.346351788,2.45E+12,1.82E+12,2.722772277
Philippines,PHL,2003,YR2003,,54.20333333,0.565263243,0.349268346,2.58E+12,1.98E+12,2.289156627
Philippines,PHL,2004,YR2004,,56.03991667,0.623144778,0.508410351,2.66E+12,2.11E+12,4.829210836
Philippines,PHL,2005,YR2005,,55.08549167,1.549060092,0.73926407,2.76E+12,2.38E+12,6.516853933
Philippines,PHL,2006,YR2006,,51.3142725,2.120918865,0.83688858,2.77E+12,2.62E+12,5.485232068
Philippines,PHL,2007,YR2007,,46.14839118,1.871212459,3.444449218,2.76E+12,2.69E+12,2.9
Philippines,PHL,2008,YR2008,,44.32328761,0.737800589,1.084673638,2.90E+12,2.58E+12,8.260447036
Philippines,PHL,2009,YR2009,,47.67968845,1.173248212,1.078069311,2.83E+12,2.45E+12,4.219030521
Philippines,PHL,2010,YR2010,,45.10966418,0.51369805,1.301617766,3.42E+12,2.95E+12,3.789836348
Philippines,PHL,2011,YR2011,,43.31313692,0.856963003,1.003190992,3.38E+12,2.93E+12,4.718417047
Philippines,PHL,2012,YR2012,,42.22879473,1.227630007,1.593315407,3.61E+12,3.06E+12,3.026963911
Philippines,PHL,2013,YR2013,,42.44618483,1.316426384,1.284576598,3.87E+12,3.12E+12,2.582687661
Philippines,PHL,2014,YR2014,,44.3951543,1.929375228,2.270351578,4.25E+12,3.50E+12,3.597823439
Philippines,PHL,2015,YR2015,,45.50283994,1.840180107,1.807661946,4.89E+12,3.85E+12,0.674192537
Philippines,PHL,2016,YR2016,,47.49246386,2.598508035,0.752206999,5.80E+12,4.20E+12,1.253698801
Philippines,PHL,2017,YR2017,,50.40371979,3.122387784,1.00606554,6.68E+12,4.94E+12,2.853187726
Philippines,PHL,2018,YR2018,,52.66142995,2.868338261,1.186620844,7.66E+12,5.52E+12,5.309346616
Philippines,PHL,2019,YR2019,,51.79578265,2.301174986,0.889259182,7.84E+12,5.66E+12,2.392065344
Philippines,PHL,2020,YR2020,,49.624096,1.885863632,0.98466344,6.15E+12,4.75E+12,2.393162393
Philippines,PHL,2021,YR2021,,49.25459773,3.040788553,0.571223748,6.94E+12,5.13E+12,3.927180221
Philippines,PHL,2022,YR2022,,54.47778584,2.347509723,0.954928174,7.91E+12,5.69E+12,5.821158112
Philippines,PHL,2023,YR2023,,55.63036322,2.0854108,0.893346095,7.99E+12,5.77E+12,5.978025155
Ghana,GHA,1974,YR1974,424200,0.000114938,0.493019313,,,,18.13471503
Ghana,GHA,1975,YR1975,474200,0.000114938,2.521966977,0,,,29.8245614
Ghana,GHA,1976,YR1976,585400,0.000114938,-0.660372191,0,,,56.08108108
Ghana,GHA,1977,YR1977,1029600,0.000114938,0.602536754,0,,,116.4502165
Ghana,GHA,1978,YR1978,1958800,0.000176263,0.264745237,0,,,73.09166667
Ghana,GHA,1979,YR1979,2669800,0.000274852,-0.069647793,0,,,54.44128833
Ghana,GHA,1980,YR1980,4132800,0.000274852,0.350938113,0,,,50.07013934
Ghana,GHA,1981,YR1981,6975900,0.000274852,0.38517409,0,,,116.503604
Ghana,GHA,1982,YR1982,8351400,0.000274852,0.403865774,0,,,22.29556641
Ghana,GHA,1983,YR1983,,0.000882523,0.059153001,0,,,122.8745146
Ghana,GHA,1984,YR1984,25669100,0.003596684,0.045328041,0,,,39.66531379
Ghana,GHA,1985,YR1985,31798000,0.005433577,0.124325459,0,,,10.30544067
Ghana,GHA,1986,YR1986,50871400,0.008915621,0.074969348,0,,,24.56541608
Ghana,GHA,1987,YR1987,74448100,0.015365068,0.092613941,,,,39.81506788
Ghana,GHA,1988,YR1988,104899600,0.020223705,0.096195191,,,,31.35926763
Ghana,GHA,1989,YR1989,140426300,0.026985484,0.285613182,,,,25.22369203
Ghana,GHA,1990,YR1990,191141900,0.032615622,,-0.251311465,,,37.25906649
Ghana,GHA,1991,YR1991,242491400,0.036763307,,-0.302884126,,,18.03143901
Ghana,GHA,1992,YR1992,279136100,0.043685167,,-0.350680105,,,10.05611674
Ghana,GHA,1993,YR1993,345690000,0.064871188,,-2.094180161,,,24.95984247
Ghana,GHA,1994,YR1994,468580000,0.095568239,,-4.278068012,,,24.87025544
Ghana,GHA,1995,YR1995,703930000,0.119913873,1.647489067,,,,59.4615537
Ghana,GHA,1996,YR1996,1006650000,0.163547168,1.730854507,0.018747318,,,46.56101968
Ghana,GHA,1997,YR1997,1260850000,0.204796278,1.18697924,0.02442899,,,27.88520864
Ghana,GHA,1998,YR1998,1548230000,0.231165901,2.237349006,0.356524504,,,14.62416667
Ghana,GHA,1999,YR1999,1844003900,0.266642972,3.157508776,2.115802967,,,4.865397851
Ghana,GHA,2000,YR2000,2429890000,0.544919176,3.329419468,,,,40.24093312
Ghana,GHA,2001,YR2001,3411770000,0.716305158,1.680567013,0.17975256,,,41.50949629
Ghana,GHA,2002,YR2002,4379900000,0.792417084,0.955694278,-0.033124789,,,9.360932396
Ghana,GHA,2003,YR2003,6008580000,0.866764327,1.791640939,0.14083636,,,29.77297972
Ghana,GHA,2004,YR2004,7297559000,0.899494854,1.56810547,-0.011019186,,,18.04273882
Ghana,GHA,2005,YR2005,8898690000,0.905209486,1.349239866,,,,15.43899202
Ghana,GHA,2006,YR2006,17403141500,0.915106799,3.045290185,,16192731400,10015565300,11.67918394
Ghana,GHA,2007,YR2007,21252275200,0.932619195,5.57118877,,19703211600,11835164900,10.73426655
Ghana,GHA,2008,YR2008,27974661300,1.052275,9.466439082,0.02775513,24556481500,13816681000,16.49463961
Ghana,GHA,2009,YR2009,34470007100,1.404966667,9.108086691,0.026488826,21474447900,14869550500,19.24694822
Ghana,GHA,2010,YR2010,41876055200,1.429983333,7.849484553,,27208341900,18539237500,10.73338984
Ghana,GHA,2011,YR2011,54394175000,1.520625,8.255879713,0.064430978,38113349800,28521149100,8.728459371
Ghana,GHA,2012,YR2012,70626697000,1.824866667,7.982515659,0.002641035,42986548000,32852373300,11.18634094
Ghana,GHA,2013,YR2013,1.18E+11,1.98135,5.136520578,0.001066461,43963661600,31668071200,11.66619231
Ghana,GHA,2014,YR2014,1.44E+11,2.896575,6.13944072,0.011682388,37627116500,31365052400,15.48961603
Ghana,GHA,2015,YR2015,1.68E+11,3.714641667,6.461401209,0.448177973,40611824900,36893894600,17.1499695
Ghana,GHA,2016,YR2016,2.03E+11,3.909816667,6.205533261,0.026110594,40167596300,37961450900,17.45463471
Ghana,GHA,2017,YR2017,2.44E+11,4.350533333,5.38852778,0.026338476,43248901600,46992508800,12.37192155
Ghana,GHA,2018,YR2018,2.87E+11,4.585325,4.441431213,0.120136227,45395039900,50101713900,7.808765166
Ghana,GHA,2019,YR2019,3.34E+11,5.217366667,5.67741698,0.860087086,52604300400,56481199200,7.143640033
Ghana,GHA,2020,YR2020,3.68E+11,5.595708333,2.678041038,0.774400332,47984973400,49257409900,9.887289563
Ghana,GHA,2021,YR2021,4.31E+11,5.8057,3.185922516,0.150521799,50763952100,48670639700,9.971088675
Ghana,GHA,2022,YR2022,5.76E+11,8.2724,1.923440657,-0.059461208,51471469000,48768242200,31.2558951
Ghana,GHA,2023,YR2023,7.83E+11,11.02040833,1.727522275,0.01441136,50832885500,48829775600,38.10696563
Lebanon,LBN,1974,YR1974,,2.327758332,,,,,
Lebanon,LBN,1975,YR1975,,2.301983332,,,,,
Lebanon,LBN,1976,YR1976,,2.871591666,,,,,
Lebanon,LBN,1977,YR1977,,3.068958332,,,,,
Lebanon,LBN,1978,YR1978,,2.955374999,,,,,
Lebanon,LBN,1979,YR1979,,3.242749999,,,,,
Lebanon,LBN,1980,YR1980,,3.436108332,,,,,
Lebanon,LBN,1981,YR1981,,4.313874999,,,,,
Lebanon,LBN,1982,YR1982,,4.743533332,,,,,
Lebanon,LBN,1983,YR1983,,4.528166666,,,,,
Lebanon,LBN,1984,YR1984,,6.511091666,,,,,
Lebanon,LBN,1985,YR1985,,16.417025,,,,,
Lebanon,LBN,1986,YR1986,,38.36991667,,,,,
Lebanon,LBN,1987,YR1987,,224.5963333,,,,,
Lebanon,LBN,1988,YR1988,,409.23,-0.008148385,0.202642415,,,
Lebanon,LBN,1989,YR1989,,496.6891667,0.058498924,0.249511555,4.25E+12,1.07E+12,
Lebanon,LBN,1990,YR1990,,695.0891667,-0.562775495,-0.562775495,4.58E+12,1.04E+12,
Lebanon,LBN,1991,YR1991,4.03E+12,928.2275,0.08447973,0.08447973,5.93E+12,1.17E+12,
Lebanon,LBN,1992,YR1992,9.19E+12,1712.790833,0.294378831,0.294378831,1.23E+13,2.33E+12,
Lebanon,LBN,1993,YR1993,1.26E+13,1741.363333,0.609550207,0.609550207,1.58E+13,2.72E+12,
Lebanon,LBN,1994,YR1994,1.47E+13,1680.073333,1.643365477,1.643365477,1.71E+13,2.72E+12,
Lebanon,LBN,1995,YR1995,1.70E+13,1621.413333,0.092192324,0.092192324,1.86E+13,4.06E+12,
Lebanon,LBN,1996,YR1996,1.93E+13,1571.444167,0.151538865,0.151538865,1.91E+13,5.52E+12,
Lebanon,LBN,1997,YR1997,2.17E+13,1539.45,0.039691929,0.039691929,1.83E+13,7.01E+12,
Lebanon,LBN,1998,YR1998,2.30E+13,1516.131667,0.219389675,0.219389675,1.85E+13,7.37E+12,
Lebanon,LBN,1999,YR1999,2.27E+13,1507.5,0.757482681,0.757482681,1.73E+13,7.77E+12,
Lebanon,LBN,2000,YR2000,2.28E+13,1507.5,0.799079285,0.799079285,1.64E+13,7.89E+12,
Lebanon,LBN,2001,YR2001,2.33E+13,1507.5,0.021977647,0.021977647,1.99E+13,9.22E+12,
Lebanon,LBN,2002,YR2002,2.45E+13,1507.5,6.975529146,0.001096478,1.95E+13,1.04E+13,
Lebanon,LBN,2003,YR2003,2.52E+13,1507.5,14.24105903,3.042142469,2.07E+13,1.11E+13,
Lebanon,LBN,2004,YR2004,2.79E+13,1507.5,8.973516095,3.908597335,2.34E+13,1.38E+13,
Lebanon,LBN,2005,YR2005,2.90E+13,1507.5,12.20384959,3.32831465,2.21E+13,1.44E+13,
Lebanon,LBN,2006,YR2006,3.06E+13,1507.5,12.14443813,3.971591171,2.14E+13,1.39E+13,
Lebanon,LBN,2007,YR2007,3.41E+13,1507.5,13.5978269,3.415949865,2.43E+13,1.56E+13,
Lebanon,LBN,2008,YR2008,4.09E+13,1507.5,14.88051772,3.38810688,2.77E+13,1.69E+13,
Lebanon,LBN,2009,YR2009,4.73E+13,1507.5,13.56965891,3.180185665,3.29E+13,1.85E+13,1.195096712
Lebanon,LBN,2010,YR2010,5.19E+13,1507.5,11.13279363,1.26587189,3.48E+13,2.03E+13,3.983479419
Lebanon,LBN,2011,YR2011,5.53E+13,1507.5,7.856939895,2.345886729,3.38E+13,2.08E+13,4.971485717
Lebanon,LBN,2012,YR2012,6.12E+13,1507.5,7.068471662,2.340450774,3.42E+13,1.77E+13,6.581474477
Lebanon,LBN,2013,YR2013,6.53E+13,1507.5,5.67636791,4.214362013,3.73E+13,1.83E+13,4.821019563
Lebanon,LBN,2014,YR2014,6.81E+13,1507.5,5.951755286,2.579688781,3.74E+13,1.70E+13,1.854604213
Lebanon,LBN,2015,YR2015,6.98E+13,1507.5,4.324691745,1.322293313,4.06E+13,1.87E+13,-3.749145248
